,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),BuildingType,PrimaryPropertyType,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),ENERGYSTARScore,TotalGHGEmissions,AgeBuilding,ProportionGFABuilding,ProportionGFAParking,ProportionElectricity,ProportionNaturalGas,ProportionSteamUse,NumberofFloorsByBuildings
1573,1989,1.0,1,32810,0,32810,NonResidential,Retail Store,Retail Store,Retail Store,None,None,32810.0,0.0,0.0,0.0,1316268.0,701700.0,2017967.75,61.5,66.0,46.44,27,1.0,0.0,0.652274051455976,0.3477260724310386,0.0,1.0
1576,1980,1.0,3,30989,0,30989,NonResidential,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,None,None,30989.0,0.0,0.0,0.0,97690.0,0.0,97690.39844,3.200000048,,0.68,36,1.0,0.0,0.9999959214006047,0.0,0.0,3.0
1577,1915,1.0,3,39952,0,39952,NonResidential,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,None,None,39952.0,0.0,0.0,0.0,57133.0,0.0,57133.19922,1.399999976,,0.4,101,1.0,0.0,0.9999965130606596,0.0,0.0,3.0
1581,1961,1.0,2,20022,0,20022,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,20784.0,0.0,0.0,0.0,657386.0,0.0,657385.8125,31.60000038,80.0,4.58,55,1.0,0.0,1.0000002852206367,0.0,0.0,2.0
1582,1960,1.0,2,36498,0,36498,NonResidential,Distribution Center,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,None,18229.0,17200.0,0.0,0.0,277628.0,242384.0,520011.8125,14.69999981,89.0,14.81,56,1.0,0.0,0.5338878720182919,0.4661124885504404,0.0,2.0
1583,1968,1.0,1,35946,0,35946,NonResidential,Distribution Center,"Distribution Center, Office",Distribution Center,Office,None,31845.0,4101.0,0.0,0.0,300259.0,169240.0,469499.8125,13.10000038,,11.08,48,1.0,0.0,0.639529541878145,0.3604687275567336,0.0,1.0
1584,2007,1.0,4,30152,5680,24472,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,25184.0,4968.0,0.0,0.0,844068.0,976.0,845044.125,33.59999847,96.0,5.94,9,0.8116211196603874,0.18837888033961264,0.9988448828041968,0.0011549692745334453,0.0,4.0
1585,1979,1.0,4,22365,0,22365,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,21617.0,0.0,0.0,0.0,727386.0,0.0,727385.8125,33.59999847,71.0,5.07,37,1.0,0.0,1.0000002577724183,0.0,0.0,4.0
1586,1994,1.0,4,30172,0,30172,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,30172.0,0.0,0.0,0.0,904060.0,0.0,904059.875,30.0,82.0,6.3,22,1.0,0.0,1.0000001382651784,0.0,0.0,4.0
1590,1927,1.0,4,42500,0,42500,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,None,42500.0,5091.0,0.0,0.0,241478.0,0.0,241478.5938,5.099999905,100.0,1.68,89,1.0,0.0,0.9999975409828645,0.0,0.0,4.0
1591,1901,1.0,4,23032,0,23032,NonResidential,Small- and Mid-Sized Office,"Office, Restaurant, Retail Store",Office,Restaurant,Retail Store,14448.0,5300.0,1460.0,0.0,1121537.0,0.0,1121537.75,52.90000153,,7.82,115,1.0,0.0,0.9999993312752959,0.0,0.0,4.0
1593,1900,1.0,3,45750,4914,40836,NonResidential,Other,"Other, Parking",Other,Parking,None,42850.0,2900.0,0.0,0.0,1749609.0,5490664.0,7240274.0,169.0,,303.81,116,0.8925901639344263,0.10740983606557378,0.24164955635656882,0.7583503055271112,0.0,3.0
1595,1968,1.0,2,23500,0,23500,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,23500.0,0.0,0.0,0.0,1192984.0,493421.0,1686405.0,71.80000305,26.0,34.52,48,1.0,0.0,0.7074125136014184,0.2925874863985816,0.0,2.0
1596,1966,1.0,1,22282,0,22282,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,22282.0,0.0,0.0,0.0,306298.0,273590.0,579888.3125,26.0,93.0,16.67,50,1.0,0.0,0.5282017129807216,0.47179774812240244,0.0,1.0
1597,1902,1.0,2,24000,0,24000,NonResidential,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,None,None,24000.0,0.0,0.0,0.0,201999.0,300900.0,502898.6875,21.0,,17.39,114,1.0,0.0,0.40166937202436026,0.5983312493731653,0.0,2.0
1599,1909,1.0,3,27085,0,27085,NonResidential,Mixed Use Property,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,Office,Multifamily Housing,9500.0,8196.0,6700.0,0.0,981638.0,1013494.0,1995131.75,73.69999695,,60.67,107,1.0,0.0,0.4920166299794487,0.5079834953255593,0.0,3.0
1607,1931,1.0,2,37500,0,37500,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,37500.0,0.0,0.0,0.0,1614256.0,621509.0,2235765.5,59.59999847,58.0,44.26,85,1.0,0.0,0.7220148982529697,0.2779848781099807,0.0,2.0
1609,1930,1.0,3,23983,0,23983,NonResidential,K-12 School,K-12 School,K-12 School,None,None,23983.0,0.0,0.0,0.0,618998.0,545367.0,1164364.75,48.5,61.0,33.28,86,1.0,0.0,0.5316186358269606,0.46838157888239057,0.0,3.0
1610,1980,1.0,1,24100,0,24100,NonResidential,Distribution Center,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,None,20100.0,3500.0,0.0,0.0,271509.0,538362.0,809870.8125,34.29999924,22.0,30.49,36,1.0,0.0,0.3352497655297338,0.6647504659886727,0.0,1.0
1611,1971,1.0,1,23772,0,23772,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,23772.0,0.0,0.0,0.0,100842.0,0.0,100841.7031,4.199999809,100.0,0.7,45,1.0,0.0,1.0000029442184222,0.0,0.0,1.0
1613,2004,3.0,2,31343,0,31343,NonResidential,K-12 School,K-12 School,K-12 School,None,None,51515.0,0.0,0.0,0.0,1639135.0,2207366.0,3846501.25,74.69999695,5.0,128.66,12,1.0,0.0,0.426136609210773,0.5738633257950976,0.0,1.0
1619,1996,1.0,3,55912,22850,33062,NonResidential,Mixed Use Property,"Office, Parking, Retail Store",Parking,Office,Retail Store,24052.0,23501.0,9561.0,0.0,2450443.0,0.0,2450442.75,74.09999847,,17.08,20,0.5913220775504364,0.4086779224495636,1.0000001020223794,0.0,0.0,3.0
1620,1957,1.0,2,20294,0,20294,NonResidential,Other,"Office, Other",Other,Office,None,18000.0,2294.0,0.0,0.0,536408.0,1199588.0,1735995.75,85.5,,67.45,59,1.0,0.0,0.3089915398698413,0.6910086041397279,0.0,2.0
1621,1983,1.0,4,40571,10849,29722,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,24008.0,0.0,0.0,0.0,1286817.0,0.0,1286817.375,53.59999847,64.0,8.97,33,0.7325922456927362,0.2674077543072638,0.9999997085833566,0.0,0.0,4.0
1622,1983,1.0,4,41707,15659,26048,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,41707.0,12000.0,0.0,0.0,1755788.0,0.0,1755788.5,42.09999847,78.0,12.24,33,0.6245474380799386,0.3754525619200614,0.9999997152276598,0.0,0.0,4.0
1623,1960,1.0,2,57644,0,57644,NonResidential,Mixed Use Property,"Non-Refrigerated Warehouse, Office, Other - Services",Office,Other - Services,Non-Refrigerated Warehouse,20176.0,19440.0,15490.0,0.0,1591510.0,598225.0,2189735.0,39.70000076,,42.87,56,1.0,0.0,0.726804841681756,0.273195158318244,0.0,2.0
1624,1955,1.0,2,39497,0,39497,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,None,25547.0,13950.0,0.0,0.0,1344071.0,355986.0,1700057.375,43.0,9.0,28.28,61,1.0,0.0,0.7906033171380465,0.2093964622811627,0.0,2.0
1634,1932,1.0,1,33087,0,33087,Nonresidential COS,Other,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,None,None,53776.0,0.0,0.0,0.0,1443141.0,2105717.0,3548858.25,66.0,,121.9,84,1.0,0.0,0.4066493780077015,0.5933505515471067,0.0,1.0
1637,1982,1.0,2,27574,0,27574,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,27574.0,0.0,0.0,0.0,1211349.0,0.0,1211349.25,43.90000153,73.0,8.44,34,1.0,0.0,0.9999997936185621,0.0,0.0,2.0
1641,1965,1.0,1,24982,0,24982,NonResidential,Retail Store,Retail Store,Retail Store,None,None,24982.0,0.0,0.0,0.0,335245.0,0.0,335245.0,13.39999962,99.0,2.34,51,1.0,0.0,1.0,0.0,0.0,1.0
1643,1998,1.0,5,43661,0,43661,NonResidential,Senior Care Community,"Parking, Senior Care Community",Senior Care Community,Parking,None,43661.0,0.0,0.0,0.0,2741695.0,1194726.0,3936421.5,90.19999695,4.0,82.57,18,1.0,0.0,0.6964942651593585,0.30350560782172337,0.0,5.0
1648,1987,1.0,3,76105,27307,48798,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,76105.0,0.0,0.0,0.0,2472350.0,0.0,2472350.25,32.5,91.0,17.24,29,0.6411930884961566,0.35880691150384336,0.9999998988816411,0.0,0.0,3.0
1653,1952,1.0,2,32009,0,32009,NonResidential,Mixed Use Property,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,Retail Store,Office,17500.0,15770.0,4000.0,0.0,1340993.0,657732.0,1998725.25,53.59999847,,44.28,64,1.0,0.0,0.6709241302675293,0.329075744652748,0.0,2.0
1656,1966,1.0,1,41615,0,41615,NonResidential,Retail Store,Retail Store,Retail Store,None,None,41615.0,0.0,0.0,0.0,1900006.0,0.0,1900006.25,45.70000076,69.0,13.25,50,1.0,0.0,0.9999998684214855,0.0,0.0,1.0
1657,1988,1.0,3,28841,0,28841,NonResidential,Medical Office,Medical Office,Medical Office,None,None,28841.0,0.0,0.0,0.0,955324.0,503875.0,1459199.75,50.59999847,55.0,33.42,28,1.0,0.0,0.6546903533940436,0.34530913262560525,0.0,3.0
1658,1977,2.0,2,33344,0,33344,NonResidential,Self-Storage Facility,"Office, Parking, Self-Storage Facility",Self-Storage Facility,Office,Parking,31360.0,984.0,0.0,0.0,123767.0,0.0,123767.2031,3.799999952,,0.86,39,1.0,0.0,0.9999983590160001,0.0,0.0,1.0
1659,2005,2.0,1,30498,0,30498,Nonresidential COS,Other,Other - Recreation,Other - Recreation,None,None,30498.0,0.0,0.0,0.0,1066226.0,1369837.0,2436063.0,79.90000153,,80.19,11,1.0,0.0,0.43768408288291394,0.5623159171170861,0.0,0.0
1664,1924,1.0,2,42975,0,42975,NonResidential,K-12 School,K-12 School,K-12 School,None,None,21405.0,0.0,0.0,0.0,173165.0,786187.0,959352.0,44.79999924,92.0,42.96,92,1.0,0.0,0.1805020472152036,0.8194979527847964,0.0,2.0
1666,1963,1.0,1,23260,0,23260,NonResidential,Other,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",Office,Shoe,13075.0,10185.0,2732.697533005811,0.0,719779.0,892327.0,1612105.75,69.30000305,,52.41,53,1.0,0.0,0.44648373718659584,0.5535164178900794,0.0,1.0
1668,1988,1.0,2,30659,0,30659,NonResidential,Small- and Mid-Sized Office,"Data Center, Non-Refrigerated Warehouse, Office",Office,Non-Refrigerated Warehouse,Data Center,27262.0,8653.0,285.0,0.0,1804388.0,814700.0,2619088.5,72.40000153,88.0,55.85,28,1.0,0.0,0.6889373917681667,0.31106241732572226,0.0,2.0
1669,1920,1.0,2,27144,0,27144,NonResidential,Other,Other,Other,None,None,27144.0,0.0,0.0,0.0,458796.0,553228.0,1012024.313,37.29999924,,32.58,96,1.0,0.0,0.45334483974991224,0.5466548509689806,0.0,2.0
1670,1970,5.0,1,23166,0,23166,NonResidential,Other,Other,Other,None,None,23166.0,0.0,0.0,0.0,3.0,3475801.0,3475804.25,150.0,,184.6,46,1.0,0.0,8.631095954267275e-07,0.999999064964605,0.0,0.0
1671,1979,1.0,2,34759,0,34759,NonResidential,Medical Office,"Medical Office, Parking",Medical Office,Parking,None,44667.0,0.0,0.0,0.0,1633105.0,0.0,1633105.375,36.59999847,81.0,11.39,37,1.0,0.0,0.9999997703761155,0.0,0.0,2.0
1672,1966,8.0,1,415632,0,415632,NonResidential,Hospital,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),Parking,None,483520.0,266833.0,0.0,0.0,42864158.0,56096612.0,98960776.0,204.6999969,85.0,3278.11,50,1.0,0.0,0.43314290502329933,0.5668570343466183,0.0,0.0
1675,1965,1.0,2,44719,0,44719,NonResidential,Worship Facility,"Medical Office, Office, Worship Facility",Worship Facility,Medical Office,Office,45909.0,1025.0,972.0,0.0,704681.0,909345.0,1614026.25,33.70000076,,53.21,51,1.0,0.0,0.43659822756909933,0.5634016175387482,0.0,2.0
1678,1965,1.0,1,21603,0,21603,NonResidential,Supermarket / Grocery Store,Supermarket/Grocery Store,Supermarket/Grocery Store,None,None,21603.0,0.0,0.0,0.0,3900058.0,1933742.0,5833800.0,270.0,16.0,129.89,51,1.0,0.0,0.6685278891974357,0.3314721108025644,0.0,1.0
1690,1964,1.0,3,591981,0,591981,NonResidential,Medical Office,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,Parking,Other/Specialty Hospital,520187.0,282392.0,54159.0,0.0,48002292.0,54671394.0,102673696.0,173.3999939,60.0,3238.24,52,1.0,0.0,0.4675227820765311,0.53247712052754,0.0,3.0
1691,1979,1.0,1,42900,0,42900,NonResidential,Distribution Center,Distribution Center,Distribution Center,None,None,43050.0,0.0,0.0,0.0,436253.0,0.0,436252.5,10.10000038,53.0,3.04,37,1.0,0.0,1.0000011461252372,0.0,0.0,1.0
1692,2005,5.0,1,57952,0,57952,Campus,Other,Adult Education,Adult Education,None,None,57952.0,0.0,0.0,0.0,1474450.0,1616937.0,3091387.5,53.29999924,,96.15,11,1.0,0.0,0.4769541184985706,0.5230457197617575,0.0,0.0
1693,1971,1.0,1,26232,0,26232,NonResidential,Other,"Office, Other - Services",Other - Services,Office,None,18262.0,7970.0,0.0,0.0,902081.0,2192009.0,3094090.0,118.0,,122.71,45,1.0,0.0,0.29154969635660244,0.7084503036433976,0.0,1.0
1698,1956,1.0,2,25840,0,25840,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,25840.0,0.0,0.0,0.0,313528.0,0.0,313528.0938,12.10000038,92.0,2.19,60,1.0,0.0,0.9999997008242584,0.0,0.0,2.0
1699,1988,1.0,1,45145,0,45145,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,43813.0,0.0,0.0,0.0,514491.0,753968.0,1268459.0,29.0,,43.63,28,1.0,0.0,0.40560317676803115,0.5943968232319689,0.0,1.0
1701,2001,1.0,5,70332,22095,48237,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,44417.0,25915.0,0.0,0.0,1866104.0,115011.0,1981115.25,44.59999847,89.0,19.12,15,0.6858471250639823,0.31415287493601773,0.9419462093384017,0.05805366447005039,0.0,5.0
1717,1971,1.0,1,50546,0,50546,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,53234.0,0.0,0.0,0.0,1066312.0,88768.0,1155080.5,21.70000076,94.0,12.15,45,1.0,0.0,0.9231495120902828,0.07685005503945395,0.0,1.0
1726,1994,1.0,1,45522,0,45522,NonResidential,Supermarket / Grocery Store,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,None,45522.0,0.0,0.0,0.0,7019711.0,5230709.0,12250422.0,269.1000061,22.0,326.74,22,1.0,0.0,0.5730178927713674,0.4269819439689506,0.0,1.0
1727,1979,1.0,2,20088,0,20088,NonResidential,Retail Store,"Office, Parking, Retail Store",Retail Store,Office,Parking,16080.0,3500.0,508.0,0.0,326778.0,0.0,326778.6875,16.70000076,,2.28,37,1.0,0.0,0.9999978961296244,0.0,0.0,2.0
1732,1989,5.0,2,138907,0,138907,Campus,Other,Other,Other,None,None,139557.0,0.0,0.0,0.0,5130303.0,2707389.0,7837692.5,56.20000076,,179.55,27,1.0,0.0,0.6545680377228374,0.3454318984828762,0.0,0.0
1733,1997,1.0,2,40657,0,40657,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,40657.0,0.0,0.0,0.0,2742404.0,84424.0,2826828.0,69.5,57.0,23.6,19,1.0,0.0,0.9701347234426715,0.02986527655732857,0.0,2.0
1734,1900,1.0,1,20200,0,20200,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,None,18700.0,1500.0,0.0,0.0,260808.0,8209.0,269016.6875,13.30000019,,2.25,116,1.0,0.0,0.9694863260109097,0.030514835627064956,0.0,1.0
1745,1904,1.0,1,44086,0,44086,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,44091.0,0.0,0.0,1920474.25,1218944.0,513291.0,3652708.75,82.80000305,29.0,184.0,112,1.0,0.0,0.33370960660359245,0.1405233855559932,0.5257671447251303,1.0
1746,1970,1.0,7,54372,20824,33548,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,54372.0,15000.0,0.0,0.0,1403820.0,0.0,1403820.0,25.79999924,94.0,9.79,46,0.6170087545059957,0.38299124549400426,1.0,0.0,0.0,7.0
1753,1951,1.0,1,47699,0,47699,NonResidential,Other,"Museum, Parking",Museum,Parking,None,47000.0,0.0,0.0,8630381.0,5782654.0,111350.0,14524386.0,309.0,,712.39,65,1.0,0.0,0.39813414487882653,0.007666417017559296,0.5941993692538879,1.0
1754,1945,1.0,0,274568,0,274568,NonResidential,Medical Office,"Medical Office, Parking",Medical Office,Parking,None,228133.0,135954.0,0.0,13296249.0,12015275.0,0.0,25311526.0,111.0,52.0,1110.07,71,1.0,0.0,0.4746957966896188,0.0,0.5253041242949951,0.0
1755,1956,1.0,3,21282,0,21282,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,19658.0,0.0,0.0,762542.3125,483381.0,0.0,1245923.75,63.40000153,69.0,62.23,60,1.0,0.0,0.38796997007240613,0.0,0.6120296787825098,3.0
1757,1921,1.0,2,41022,0,41022,NonResidential,Other,Other,Other,None,None,41022.0,0.0,0.0,0.0,3787648.0,0.0,3787648.25,92.30000305,,26.41,95,1.0,0.0,0.9999999339959829,0.0,0.0,2.0
1760,1966,1.0,2,28109,0,28109,NonResidential,Other,Other,Other,None,None,28109.0,0.0,0.0,0.0,3326281.0,286245.0,3612526.75,128.5,,38.39,50,1.0,0.0,0.92076300888291,0.07923678350617058,0.0,2.0
1762,1985,1.0,3,33580,12990,20590,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,20590.0,12990.0,0.0,0.0,409579.0,0.0,409578.4063,19.89999962,100.0,2.86,31,0.6131625967837999,0.38683740321620014,1.000001449539309,0.0,0.0,3.0
1766,1977,1.0,1,21936,0,21936,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,21936.0,0.0,0.0,0.0,71827.0,41303.0,113130.0,5.199999809,100.0,2.69,39,1.0,0.0,0.6349067444532839,0.3650932555467162,0.0,1.0
1767,1969,1.0,1,30160,0,30160,NonResidential,Other,Other,Other,None,None,30139.0,0.0,0.0,0.0,244597.0,801241.0,1045838.5,34.70000076,,44.26,47,1.0,0.0,0.23387645415616273,0.7661230677585498,0.0,1.0
1773,1909,1.0,11,111137,0,111137,NonResidential,Mixed Use Property,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,Multifamily Housing,Bank Branch,42939.0,40878.0,10887.0,0.0,4602455.0,4943709.0,9546165.0,96.40000153,,294.65,107,1.0,0.0,0.4821260684264309,0.517873826819461,0.0,11.0
1777,1997,1.0,1,40189,0,40189,NonResidential,Other,"Office, Other - Utility, Parking",Other - Utility,Office,Parking,28347.0,9113.0,0.0,0.0,921235.0,588057.0,1509292.0,40.29999924,,37.65,19,1.0,0.0,0.6103755933245522,0.38962440667544784,0.0,1.0
1778,1988,1.0,2,66484,0,66484,NonResidential,Small- and Mid-Sized Office,"Non-Refrigerated Warehouse, Office, Retail Store",Office,Non-Refrigerated Warehouse,Retail Store,49334.0,18000.0,9000.0,0.0,3046543.0,0.0,3046543.0,39.90000153,69.0,21.24,28,1.0,0.0,1.0,0.0,0.0,2.0
1779,1959,1.0,3,25151,0,25151,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,24155.0,0.0,0.0,748984.6875,607890.0,0.0,1356874.75,56.20000076,85.0,62.05,57,1.0,0.0,0.44800745241961354,0.0,0.5519925015186553,3.0
1780,1928,1.0,6,35770,0,35770,NonResidential,Hotel,Hotel,Hotel,None,None,35770.0,0.0,0.0,0.0,605147.0,2035833.0,2640980.25,73.80000305,56.0,112.34,88,1.0,0.0,0.2291372682548459,0.770862637083333,0.0,6.0
1782,1928,1.0,9,48006,0,48006,NonResidential,Hotel,Hotel,Hotel,None,None,48006.0,0.0,0.0,0.0,1533438.0,1706316.0,3239754.0,67.5,85.0,101.31,88,1.0,0.0,0.47331927053720746,0.5266807294627925,0.0,9.0
1783,1960,1.0,2,29631,0,29631,NonResidential,Mixed Use Property,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,Office,Restaurant,16000.0,13000.0,5000.0,0.0,2737254.0,2407137.0,5144392.0,151.3000031,,146.93,56,1.0,0.0,0.5320850355105132,0.46791477010305593,0.0,2.0
1784,1989,1.0,2,23472,0,23472,NonResidential,Small- and Mid-Sized Office,"Office, Other, Retail Store",Office,Other,Retail Store,20695.0,1065.0,945.0,0.0,864104.0,761205.0,1625308.625,71.59999847,,46.45,27,1.0,0.0,0.5316553340753976,0.46834489665001316,0.0,2.0
1785,1973,1.0,2,21315,0,21315,Nonresidential COS,Small- and Mid-Sized Office,Office,Office,None,None,20424.0,0.0,0.0,0.0,820533.0,1975892.0,2796425.0,136.8999939,34.0,110.66,43,1.0,0.0,0.29342213719302324,0.7065778628069768,0.0,2.0
1806,1984,1.0,4,57110,15812,41298,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,36867.0,28390.0,0.0,0.0,1994494.0,195966.0,2190460.0,59.40000153,69.0,24.31,32,0.7231308002101208,0.2768691997898792,0.910536599618345,0.089463400381655,0.0,4.0
1811,1979,1.0,3,34030,0,34030,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,34030.0,0.0,0.0,0.0,1530330.0,218300.0,1748629.875,51.40000153,50.0,22.26,37,1.0,0.0,0.8751594730703088,0.12484059841422988,0.0,3.0
1817,1902,1.0,2,20398,0,20398,NonResidential,Restaurant,"Office, Restaurant",Restaurant,Office,None,19232.0,1166.0,0.0,0.0,3478554.0,5834959.0,9313513.0,456.6000061,,334.15,114,1.0,0.0,0.3734953717249334,0.6265046282750666,0.0,2.0
1818,1952,1.0,1,41308,0,41308,NonResidential,Distribution Center,Distribution Center,Distribution Center,None,None,41308.0,0.0,0.0,0.0,1054767.0,587704.0,1642471.5,39.79999924,7.0,38.57,64,1.0,0.0,0.6421828323961786,0.3578168631845362,0.0,1.0
1839,1913,1.0,3,43878,0,43878,NonResidential,Mixed Use Property,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",Multifamily Housing,Office,Retail Store,12000.0,8262.0,6312.0,0.0,769771.0,0.0,769771.3125,23.39999962,,5.37,103,1.0,0.0,0.9999995940352739,0.0,0.0,3.0
1840,1912,1.0,3,34976,0,34976,NonResidential,Other,Performing Arts,Performing Arts,None,None,34976.0,0.0,0.0,0.0,665472.0,208239.0,873711.125,25.0,,15.7,104,1.0,0.0,0.7616613557484461,0.2383385011836721,0.0,3.0
1861,1957,1.0,1,38255,0,38255,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,38255.0,0.0,0.0,0.0,401825.0,583577.0,985401.8125,25.79999924,12.0,33.8,59,1.0,0.0,0.40777781703136456,0.5922223732463451,0.0,1.0
1862,1955,23.0,1,260241,0,260241,Campus,Other,Other,Other,None,None,260241.0,0.0,0.0,0.0,26894616.0,7118362.0,34012980.0,130.6999969,,565.55,61,1.0,0.0,0.7907162500904067,0.2092836911085121,0.0,0.0
1870,1989,1.0,3,48924,0,48924,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,31325.0,13143.0,0.0,0.0,1343373.0,939178.0,2282551.25,72.90000153,71.0,59.24,27,1.0,0.0,0.5885401258788823,0.4114597645945518,0.0,3.0
1875,1959,1.0,4,50333,18036,32297,NonResidential,Small- and Mid-Sized Office,Office,Office,None,None,50333.0,0.0,0.0,0.0,1602084.0,0.0,1602084.375,31.79999924,88.0,11.17,57,0.6416665011026563,0.35833349889734367,0.9999997659299311,0.0,0.0,4.0
1876,1986,1.0,4,57432,21906,35526,NonResidential,Small- and Mid-Sized Office,"Office, Parking",Office,Parking,None,34160.0,19650.0,0.0,0.0,2520483.0,0.0,2520483.25,73.80000305,,17.57,30,0.6185750104471375,0.3814249895528625,0.9999999008126715,0.0,0.0,4.0
